tr|A0A016TV92|A0A016TV92_9BILA	tr|A0A016TV92|A0A016TV92_9BILA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ancylostoma ceylanicum OX=53326 GN=Acey_s0077.g1138 PE=3 SV=1
tr|A0A452RA66|A0A452RA66_URSAM	tr|A0A452RA66|A0A452RA66_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RAV5|A0A452RAV5_URSAM	tr|A0A452RAV5|A0A452RAV5_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RBK6|A0A452RBK6_URSAM	tr|A0A452RBK6|A0A452RBK6_URSAM Ubiquitin like modifier activating enzyme 6 OS=Ursus americanus OX=9643 GN=UBA6 PE=3 SV=1
tr|A0A452RCE5|A0A452RCE5_URSAM	tr|A0A452RCE5|A0A452RCE5_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452REG7|A0A452REG7_URSAM	tr|A0A452REG7|A0A452REG7_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RFC7|A0A452RFC7_URSAM	tr|A0A452RFC7|A0A452RFC7_URSAM G protein-coupled receptor 68 OS=Ursus americanus OX=9643 GN=GPR68 PE=3 SV=1
tr|A0A452RFT2|A0A452RFT2_URSAM	tr|A0A452RFT2|A0A452RFT2_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR2B3 PE=3 SV=1
tr|A0A452RGH9|A0A452RGH9_URSAM	tr|A0A452RGH9|A0A452RGH9_URSAM Prostaglandin E receptor 2 OS=Ursus americanus OX=9643 GN=PTGER2 PE=3 SV=1
tr|A0A452RGS2|A0A452RGS2_URSAM	tr|A0A452RGS2|A0A452RGS2_URSAM G protein-coupled receptor 6 OS=Ursus americanus OX=9643 GN=GPR6 PE=3 SV=1
tr|A0A452RHU2|A0A452RHU2_URSAM	tr|A0A452RHU2|A0A452RHU2_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR13C4 PE=3 SV=1
tr|A0A452RHZ0|A0A452RHZ0_URSAM	tr|A0A452RHZ0|A0A452RHZ0_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR13C3 PE=3 SV=1
tr|A0A452RHZ8|A0A452RHZ8_URSAM	tr|A0A452RHZ8|A0A452RHZ8_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RI02|A0A452RI02_URSAM	tr|A0A452RI02|A0A452RI02_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RI03|A0A452RI03_URSAM	tr|A0A452RI03|A0A452RI03_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RIA6|A0A452RIA6_URSAM	tr|A0A452RIA6|A0A452RIA6_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RIT6|A0A452RIT6_URSAM	tr|A0A452RIT6|A0A452RIT6_URSAM G protein-coupled receptor 173 OS=Ursus americanus OX=9643 GN=GPR173 PE=4 SV=1
tr|A0A452RJT7|A0A452RJT7_URSAM	tr|A0A452RJT7|A0A452RJT7_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR1C1 PE=3 SV=1
tr|A0A452RJY9|A0A452RJY9_URSAM	tr|A0A452RJY9|A0A452RJY9_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RK20|A0A452RK20_URSAM	tr|A0A452RK20|A0A452RK20_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RKC1|A0A452RKC1_URSAM	tr|A0A452RKC1|A0A452RKC1_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RKS1|A0A452RKS1_URSAM	tr|A0A452RKS1|A0A452RKS1_URSAM Melanocyte-stimulating hormone receptor OS=Ursus americanus OX=9643 GN=MC1R PE=3 SV=1
tr|A0A452RNS8|A0A452RNS8_URSAM	tr|A0A452RNS8|A0A452RNS8_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RNT0|A0A452RNT0_URSAM	tr|A0A452RNT0|A0A452RNT0_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RR02|A0A452RR02_URSAM	tr|A0A452RR02|A0A452RR02_URSAM G protein-coupled receptor 83 OS=Ursus americanus OX=9643 GN=GPR83 PE=4 SV=1
tr|A0A452RRI8|A0A452RRI8_URSAM	tr|A0A452RRI8|A0A452RRI8_URSAM G protein-coupled receptor 20 OS=Ursus americanus OX=9643 GN=GPR20 PE=3 SV=1
tr|A0A452RTA3|A0A452RTA3_URSAM	tr|A0A452RTA3|A0A452RTA3_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RUE8|A0A452RUE8_URSAM	tr|A0A452RUE8|A0A452RUE8_URSAM G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RUM7|A0A452RUM7_URSAM	tr|A0A452RUM7|A0A452RUM7_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR14I1 PE=3 SV=1
tr|A0A452RUR9|A0A452RUR9_URSAM	tr|A0A452RUR9|A0A452RUR9_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RV72|A0A452RV72_URSAM	tr|A0A452RV72|A0A452RV72_URSAM C-X3-C motif chemokine receptor 1 OS=Ursus americanus OX=9643 GN=CX3CR1 PE=3 SV=1
tr|A0A452RVB6|A0A452RVB6_URSAM	tr|A0A452RVB6|A0A452RVB6_URSAM G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RZ85|A0A452RZ85_URSAM	tr|A0A452RZ85|A0A452RZ85_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452RZD9|A0A452RZD9_URSAM	tr|A0A452RZD9|A0A452RZD9_URSAM Pyrimidinergic receptor P2Y4 OS=Ursus americanus OX=9643 GN=P2RY4 PE=3 SV=1
tr|A0A452RZU3|A0A452RZU3_URSAM	tr|A0A452RZU3|A0A452RZU3_URSAM Olfactory receptor family 10 subfamily G member 6 OS=Ursus americanus OX=9643 GN=OR10G6 PE=3 SV=1
tr|A0A452S1W2|A0A452S1W2_URSAM	tr|A0A452S1W2|A0A452S1W2_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452S5G1|A0A452S5G1_URSAM	tr|A0A452S5G1|A0A452S5G1_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR10C1 PE=3 SV=1
tr|A0A452S7Q2|A0A452S7Q2_URSAM	tr|A0A452S7Q2|A0A452S7Q2_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452S7S2|A0A452S7S2_URSAM	tr|A0A452S7S2|A0A452S7S2_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR6C6 PE=3 SV=1
tr|A0A452S8W7|A0A452S8W7_URSAM	tr|A0A452S8W7|A0A452S8W7_URSAM Dopamine receptor D4 OS=Ursus americanus OX=9643 GN=DRD4 PE=3 SV=1
tr|A0A452SAH6|A0A452SAH6_URSAM	tr|A0A452SAH6|A0A452SAH6_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR2K2 PE=3 SV=1
tr|A0A452SBS0|A0A452SBS0_URSAM	tr|A0A452SBS0|A0A452SBS0_URSAM Lysophosphatidic acid receptor 5 OS=Ursus americanus OX=9643 GN=LPAR5 PE=3 SV=1
tr|A0A452SCJ0|A0A452SCJ0_URSAM	tr|A0A452SCJ0|A0A452SCJ0_URSAM Prostaglandin E receptor 3 OS=Ursus americanus OX=9643 GN=PTGER3 PE=4 SV=1
tr|A0A452SDB0|A0A452SDB0_URSAM	tr|A0A452SDB0|A0A452SDB0_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452SDF2|A0A452SDF2_URSAM	tr|A0A452SDF2|A0A452SDF2_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452SDJ3|A0A452SDJ3_URSAM	tr|A0A452SDJ3|A0A452SDJ3_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452SDK1|A0A452SDK1_URSAM	tr|A0A452SDK1|A0A452SDK1_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452SFI7|A0A452SFI7_URSAM	tr|A0A452SFI7|A0A452SFI7_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR2C1 PE=3 SV=1
tr|A0A452SG62|A0A452SG62_URSAM	tr|A0A452SG62|A0A452SG62_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452SKE0|A0A452SKE0_URSAM	tr|A0A452SKE0|A0A452SKE0_URSAM Olfactory receptor OS=Ursus americanus OX=9643 GN=OR6Q1 PE=3 SV=1
tr|A0A452SWD8|A0A452SWD8_URSAM	tr|A0A452SWD8|A0A452SWD8_URSAM Olfactory receptor OS=Ursus americanus OX=9643 PE=3 SV=1
tr|A0A452T004|A0A452T004_URSMA	tr|A0A452T004|A0A452T004_URSMA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus maritimus OX=29073 GN=CCKBR PE=3 SV=1
tr|A0A452T102|A0A452T102_URSMA	tr|A0A452T102|A0A452T102_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452T1D5|A0A452T1D5_URSMA	tr|A0A452T1D5|A0A452T1D5_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452T4E3|A0A452T4E3_URSMA	tr|A0A452T4E3|A0A452T4E3_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452T739|A0A452T739_URSMA	tr|A0A452T739|A0A452T739_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452T9K0|A0A452T9K0_URSMA	tr|A0A452T9K0|A0A452T9K0_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103677181 PE=3 SV=1
tr|A0A452TM85|A0A452TM85_URSMA	tr|A0A452TM85|A0A452TM85_URSMA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus maritimus OX=29073 GN=GPR83 PE=4 SV=1
tr|A0A452TP88|A0A452TP88_URSMA	tr|A0A452TP88|A0A452TP88_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103667121 PE=3 SV=1
tr|A0A452TRR8|A0A452TRR8_URSMA	tr|A0A452TRR8|A0A452TRR8_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103667148 PE=3 SV=1
tr|A0A452TSX5|A0A452TSX5_URSMA	tr|A0A452TSX5|A0A452TSX5_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103672254 PE=3 SV=1
tr|A0A452TT33|A0A452TT33_URSMA	tr|A0A452TT33|A0A452TT33_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103672370 PE=3 SV=1
tr|A0A452TT85|A0A452TT85_URSMA	tr|A0A452TT85|A0A452TT85_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452TT86|A0A452TT86_URSMA	tr|A0A452TT86|A0A452TT86_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR4B1 PE=3 SV=1
tr|A0A452TTB7|A0A452TTB7_URSMA	tr|A0A452TTB7|A0A452TTB7_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR4C5 PE=3 SV=1
tr|A0A452TVT3|A0A452TVT3_URSMA	tr|A0A452TVT3|A0A452TVT3_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR6S1 PE=3 SV=1
tr|A0A452U6L7|A0A452U6L7_URSMA	tr|A0A452U6L7|A0A452U6L7_URSMA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus maritimus OX=29073 GN=OXER1 PE=3 SV=1
tr|A0A452UA78|A0A452UA78_URSMA	tr|A0A452UA78|A0A452UA78_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR13C3 PE=3 SV=1
tr|A0A452UAN7|A0A452UAN7_URSMA	tr|A0A452UAN7|A0A452UAN7_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103678638 PE=3 SV=1
tr|A0A452UJJ0|A0A452UJJ0_URSMA	tr|A0A452UJJ0|A0A452UJJ0_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103656921 PE=3 SV=1
tr|A0A452UJK8|A0A452UJK8_URSMA	tr|A0A452UJK8|A0A452UJK8_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR6C75 PE=3 SV=1
tr|A0A452UMU9|A0A452UMU9_URSMA	tr|A0A452UMU9|A0A452UMU9_URSMA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus maritimus OX=29073 GN=LOC103667914 PE=3 SV=1
tr|A0A452UTW9|A0A452UTW9_URSMA	tr|A0A452UTW9|A0A452UTW9_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103666031 PE=3 SV=1
tr|A0A452UW21|A0A452UW21_URSMA	tr|A0A452UW21|A0A452UW21_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452UW84|A0A452UW84_URSMA	tr|A0A452UW84|A0A452UW84_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR4D11 PE=3 SV=1
tr|A0A452UZE0|A0A452UZE0_URSMA	tr|A0A452UZE0|A0A452UZE0_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452UZV6|A0A452UZV6_URSMA	tr|A0A452UZV6|A0A452UZV6_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR6C6 PE=3 SV=1
tr|A0A452V0Y8|A0A452V0Y8_URSMA	tr|A0A452V0Y8|A0A452V0Y8_URSMA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus maritimus OX=29073 PE=4 SV=1
tr|A0A452VBT6|A0A452VBT6_URSMA	tr|A0A452VBT6|A0A452VBT6_URSMA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus maritimus OX=29073 GN=OR10G6 PE=3 SV=1
tr|A0A452VC47|A0A452VC47_URSMA	tr|A0A452VC47|A0A452VC47_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103662485 PE=3 SV=1
tr|A0A452VKG0|A0A452VKG0_URSMA	tr|A0A452VKG0|A0A452VKG0_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103680097 PE=3 SV=1
tr|A0A452VL08|A0A452VL08_URSMA	tr|A0A452VL08|A0A452VL08_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452VL15|A0A452VL15_URSMA	tr|A0A452VL15|A0A452VL15_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452VLC0|A0A452VLC0_URSMA	tr|A0A452VLC0|A0A452VLC0_URSMA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ursus maritimus OX=29073 GN=LOC103680461 PE=3 SV=1
tr|A0A452VLK4|A0A452VLK4_URSMA	tr|A0A452VLK4|A0A452VLK4_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=OR1C1 PE=3 SV=1
tr|A0A452VLL8|A0A452VLL8_URSMA	tr|A0A452VLL8|A0A452VLL8_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452VLT2|A0A452VLT2_URSMA	tr|A0A452VLT2|A0A452VLT2_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452VLU9|A0A452VLU9_URSMA	tr|A0A452VLU9|A0A452VLU9_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 PE=3 SV=1
tr|A0A452VLW1|A0A452VLW1_URSMA	tr|A0A452VLW1|A0A452VLW1_URSMA Olfactory receptor OS=Ursus maritimus OX=29073 GN=LOC103680611 PE=3 SV=1
tr|A0A455BP52|A0A455BP52_PHYMC	tr|A0A455BP52|A0A455BP52_PHYMC LOW QUALITY PROTEIN: neuromedin-B receptor OS=Physeter macrocephalus OX=9755 GN=NMBR PE=4 SV=1
tr|A0A455BPM7|A0A455BPM7_PHYMC	tr|A0A455BPM7|A0A455BPM7_PHYMC LOW QUALITY PROTEIN: B1 bradykinin receptor OS=Physeter macrocephalus OX=9755 GN=BDKRB1 PE=4 SV=1
tr|A0A455BRS0|A0A455BRS0_PHYMC	tr|A0A455BRS0|A0A455BRS0_PHYMC Olfactory receptor OS=Physeter macrocephalus OX=9755 GN=LOC102993176 PE=3 SV=1
tr|A0A455BT61|A0A455BT61_PHYMC	tr|A0A455BT61|A0A455BT61_PHYMC B2 bradykinin receptor isoform X2 OS=Physeter macrocephalus OX=9755 GN=BDKRB2 PE=3 SV=1
tr|A0A455CBP0|A0A455CBP0_PHYMC	tr|A0A455CBP0|A0A455CBP0_PHYMC kiSS-1 receptor isoform X2 OS=Physeter macrocephalus OX=9755 GN=KISS1R PE=4 SV=1
tr|A0A480IH49|A0A480IH49_PIG	tr|A0A480IH49|A0A480IH49_PIG Proteinase-activated receptor 1 OS=Sus scrofa OX=9823 PE=3 SV=1
tr|A0A480IUP5|A0A480IUP5_PIG	tr|A0A480IUP5|A0A480IUP5_PIG Proteinase-activated receptor 1 (Fragment) OS=Sus scrofa OX=9823 PE=3 SV=1
tr|A0A480K0C2|A0A480K0C2_PIG	tr|A0A480K0C2|A0A480K0C2_PIG Proteinase-activated receptor 1 OS=Sus scrofa OX=9823 PE=3 SV=1
tr|A0A480K0T9|A0A480K0T9_PIG	tr|A0A480K0T9|A0A480K0T9_PIG Proteinase-activated receptor 1 isoform 1 OS=Sus scrofa OX=9823 PE=3 SV=1
tr|A0A480MPV4|A0A480MPV4_PIG	tr|A0A480MPV4|A0A480MPV4_PIG Proteinase-activated receptor 1 isoform 1 (Fragment) OS=Sus scrofa OX=9823 PE=3 SV=1
tr|A0A481C4B0|A0A481C4B0_PIG	tr|A0A481C4B0|A0A481C4B0_PIG Proteinase-activated receptor 1 isoform 1 (Fragment) OS=Sus scrofa OX=9823 PE=3 SV=1
tr|A0A481ZLQ2|A0A481ZLQ2_TRICY	tr|A0A481ZLQ2|A0A481ZLQ2_TRICY Biogenic amine-like GPCR OS=Tripedalia cystophora OX=6141 PE=2 SV=1
tr|A0A481ZLR8|A0A481ZLR8_TRICY	tr|A0A481ZLR8|A0A481ZLR8_TRICY Neuropeptide-like GPCR OS=Tripedalia cystophora OX=6141 PE=2 SV=1
tr|A0A481ZLS4|A0A481ZLS4_TRICY	tr|A0A481ZLS4|A0A481ZLS4_TRICY Neuropeptide-like GPCR (Fragment) OS=Tripedalia cystophora OX=6141 PE=2 SV=1
tr|A0A481ZM25|A0A481ZM25_TRICY	tr|A0A481ZM25|A0A481ZM25_TRICY Biogenic amine-like GPCR OS=Tripedalia cystophora OX=6141 PE=2 SV=1
tr|A0A481ZNB7|A0A481ZNB7_TRICY	tr|A0A481ZNB7|A0A481ZNB7_TRICY Biogenic amine-like GPCR OS=Tripedalia cystophora OX=6141 PE=2 SV=1
tr|A0A482J570|A0A482J570_MONAL	tr|A0A482J570|A0A482J570_MONAL C-X-C chemokine receptor type 3b OS=Monopterus albus OX=43700 PE=2 SV=1
tr|A0A482V845|A0A482V845_9CUCU	tr|A0A482V845|A0A482V845_9CUCU 7tm 1 domain containing protein OS=Asbolus verrucosus OX=1661398 GN=BDFB_010739 PE=3 SV=1
tr|A0A482V998|A0A482V998_9CUCU	tr|A0A482V998|A0A482V998_9CUCU 7tm 1 domain containing protein OS=Asbolus verrucosus OX=1661398 GN=BDFB_001839 PE=3 SV=1
tr|A0A482VGM4|A0A482VGM4_9CUCU	tr|A0A482VGM4|A0A482VGM4_9CUCU 7tm 1 domain containing protein (Fragment) OS=Asbolus verrucosus OX=1661398 GN=BDFB_010521 PE=4 SV=1
tr|A0A482VN71|A0A482VN71_9CUCU	tr|A0A482VN71|A0A482VN71_9CUCU Gastrin-releasing peptide receptor OS=Asbolus verrucosus OX=1661398 GN=BDFB_006854 PE=3 SV=1
tr|A0A482WAQ4|A0A482WAQ4_9CUCU	tr|A0A482WAQ4|A0A482WAQ4_9CUCU 7tm 1 domain containing protein (Fragment) OS=Asbolus verrucosus OX=1661398 GN=BDFB_007137 PE=4 SV=1
tr|A0A482WG42|A0A482WG42_LAOST	tr|A0A482WG42|A0A482WG42_LAOST G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Laodelphax striatellus OX=195883 GN=LSTR_LSTR001902 PE=4 SV=1
tr|A0A482WR42|A0A482WR42_LAOST	tr|A0A482WR42|A0A482WR42_LAOST G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Laodelphax striatellus OX=195883 GN=LSTR_LSTR005881 PE=3 SV=1
tr|A0A482X0P9|A0A482X0P9_LAOST	tr|A0A482X0P9|A0A482X0P9_LAOST G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Laodelphax striatellus OX=195883 GN=LSTR_LSTR012162 PE=4 SV=1
tr|A0A482X9I1|A0A482X9I1_LAOST	tr|A0A482X9I1|A0A482X9I1_LAOST G_PROTEIN_RECEP_F1_2 domain-containing protein (Fragment) OS=Laodelphax striatellus OX=195883 GN=LSTR_LSTR016874 PE=4 SV=1
tr|A0A482XET2|A0A482XET2_LAOST	tr|A0A482XET2|A0A482XET2_LAOST Uncharacterized protein OS=Laodelphax striatellus OX=195883 GN=LSTR_LSTR014362 PE=4 SV=1
tr|A0A484B0V2|A0A484B0V2_DRONA	tr|A0A484B0V2|A0A484B0V2_DRONA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Drosophila navojoa OX=7232 GN=AWZ03_011713 PE=4 SV=1
tr|A0A484B4F5|A0A484B4F5_DRONA	tr|A0A484B4F5|A0A484B4F5_DRONA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Drosophila navojoa OX=7232 GN=AWZ03_009974 PE=4 SV=1
tr|A0A484B5G7|A0A484B5G7_DRONA	tr|A0A484B5G7|A0A484B5G7_DRONA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Drosophila navojoa OX=7232 GN=AWZ03_010529 PE=4 SV=1
tr|A0A484BMS3|A0A484BMS3_DRONA	tr|A0A484BMS3|A0A484BMS3_DRONA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Drosophila navojoa OX=7232 GN=AWZ03_003983 PE=4 SV=1
tr|A0A484BUV3|A0A484BUV3_DRONA	tr|A0A484BUV3|A0A484BUV3_DRONA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Drosophila navojoa OX=7232 GN=AWZ03_001910 PE=4 SV=1
tr|A0A484C409|A0A484C409_PERFV	tr|A0A484C409|A0A484C409_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00231810 PE=4 SV=1
tr|A0A484C4T2|A0A484C4T2_PERFV	tr|A0A484C4T2|A0A484C4T2_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00205720 PE=3 SV=1
tr|A0A484CBJ1|A0A484CBJ1_PERFV	tr|A0A484CBJ1|A0A484CBJ1_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00192160 PE=4 SV=1
tr|A0A484CFV7|A0A484CFV7_PERFV	tr|A0A484CFV7|A0A484CFV7_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00199640 PE=3 SV=1
tr|A0A484CH05|A0A484CH05_PERFV	tr|A0A484CH05|A0A484CH05_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00159480 PE=3 SV=1
tr|A0A484CTW8|A0A484CTW8_PERFV	tr|A0A484CTW8|A0A484CTW8_PERFV Uncharacterized protein OS=Perca flavescens OX=8167 GN=EPR50_G00125980 PE=4 SV=1
tr|A0A484CUY9|A0A484CUY9_PERFV	tr|A0A484CUY9|A0A484CUY9_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00131520 PE=3 SV=1
tr|A0A484CV39|A0A484CV39_PERFV	tr|A0A484CV39|A0A484CV39_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00114170 PE=3 SV=1
tr|A0A484CXW4|A0A484CXW4_PERFV	tr|A0A484CXW4|A0A484CXW4_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00110080 PE=4 SV=1
tr|A0A484D323|A0A484D323_PERFV	tr|A0A484D323|A0A484D323_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00089170 PE=4 SV=1
tr|A0A484D440|A0A484D440_PERFV	tr|A0A484D440|A0A484D440_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00071510 PE=4 SV=1
tr|A0A484D4J0|A0A484D4J0_PERFV	tr|A0A484D4J0|A0A484D4J0_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00071940 PE=4 SV=1
tr|A0A484D764|A0A484D764_PERFV	tr|A0A484D764|A0A484D764_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00057700 PE=4 SV=1
tr|A0A484D7K1|A0A484D7K1_PERFV	tr|A0A484D7K1|A0A484D7K1_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00059050 PE=3 SV=1
tr|A0A484D898|A0A484D898_PERFV	tr|A0A484D898|A0A484D898_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00076910 PE=3 SV=1
tr|A0A484DF00|A0A484DF00_PERFV	tr|A0A484DF00|A0A484DF00_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00039780 PE=3 SV=1
tr|A0A484DH15|A0A484DH15_PERFV	tr|A0A484DH15|A0A484DH15_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00044220 PE=4 SV=1
tr|A0A484DKT8|A0A484DKT8_PERFV	tr|A0A484DKT8|A0A484DKT8_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00027620 PE=4 SV=1
tr|A0A484DL04|A0A484DL04_PERFV	tr|A0A484DL04|A0A484DL04_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00017280 PE=4 SV=1
tr|A0A484DMN2|A0A484DMN2_PERFV	tr|A0A484DMN2|A0A484DMN2_PERFV G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Perca flavescens OX=8167 GN=EPR50_G00019680 PE=4 SV=1
